unity,bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
KHz,2194-2300-KHz,MOBILE sauf mobile aéronautique (R),,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.","Communications mobiles maritimes dans les bandes 2194-2262,5 kHz et 2262,5-2498 kHz. (Cf. Art. 52.9 du RR)."
KHz,2194-2300-KHz,MOBILE sauf mobile aéronautique (R),,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.","Communications mobiles maritimes dans les bandes 2194-2262,5 kHz et 2262,5-2498 kHz. (Cf. Art. 52.9 du RR)."
KHz,2300-2498-KHz,FIXE,,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.","Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 KW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Communications mobiles maritimes dans les bandes 2194-2262,5 kHz et 2262,5-2498 kHz.(Cf. Art. 52.9 du RR)."
KHz,2300-2498-KHz,MOBILE sauf mobile aéronautique (R),,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.","Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 KW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Communications mobiles maritimes dans les bandes 2194-2262,5 kHz et 2262,5-2498 kHz.(Cf. Art. 52.9 du RR)."
KHz,2300-2498-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.","Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 KW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Communications mobiles maritimes dans les bandes 2194-2262,5 kHz et 2262,5-2498 kHz.(Cf. Art. 52.9 du RR)."
KHz,2498-2501-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,,,Application de l’Article 26 du RR.
KHz,2501-2502-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,,,Application de l’Article 26 du RR.
KHz,2501-2502-KHz,Recherche spatiale,,,,,Application de l’Article 26 du RR.
KHz,2502-2625-KHz,FIXE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 2502-2578 kHz pour les stations de navires et dans la bande 2578-2850 kHz pour les stations côtières.(Cf. Art. 52.9 du RR).
KHz,2502-2625-KHz,FIXE,,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.",Radiotélégraphie maritime dans la bande 2502-2578 kHz pour les stations de navires et dans la bande 2578-2850 kHz pour les stations côtières.(Cf. Art. 52.9 du RR).
KHz,2502-2625-KHz,MOBILE sauf mobile aéronautique (R),,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 2502-2578 kHz pour les stations de navires et dans la bande 2578-2850 kHz pour les stations côtières.(Cf. Art. 52.9 du RR).
KHz,2502-2625-KHz,MOBILE sauf mobile aéronautique (R),,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.",Radiotélégraphie maritime dans la bande 2502-2578 kHz pour les stations de navires et dans la bande 2578-2850 kHz pour les stations côtières.(Cf. Art. 52.9 du RR).
KHz,2625-2650-KHz,MOBILE MARITIME,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 2578-2850 kHz pour les stations côtières. (Cf. Art. 52.9 du RR).
KHz,2625-2650-KHz,RADIONAVIGATION MARITIME,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Radiotélégraphie maritime dans la bande 2578-2850 kHz pour les stations côtières. (Cf. Art. 52.9 du RR).
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,2650-2850-KHz,FIXE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Communications mobiles maritimes dans les bandes 2650-2850 kHz. (Cf. Art. 52.9 du RR).
KHz,2650-2850-KHz,FIXE,,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.",Communications mobiles maritimes dans les bandes 2650-2850 kHz. (Cf. Art. 52.9 du RR).
KHz,2650-2850-KHz,MOBILE sauf mobile aéronautique (R),,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Communications mobiles maritimes dans les bandes 2650-2850 kHz. (Cf. Art. 52.9 du RR).
KHz,2650-2850-KHz,MOBILE sauf mobile aéronautique (R),,,5.103,"En Région 1, en faisant des assignations aux stations des services fixe et mobile dans les bandes 1 850-2 045 kHz, 2 194-2 498 kHz, 2 502-2 625 kHz et 2 650-2 850 kHz, les administrations doivent tenir compte des besoins particuliers du service mobile maritime.",Communications mobiles maritimes dans les bandes 2650-2850 kHz. (Cf. Art. 52.9 du RR).
KHz,2850-3025-KHz,MOBILE AÉRONAUTIQUE (R),,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Plan d’allotissement de fréquences de l’Appendice 27 du RR. Fréquence 3 023 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR)
KHz,2850-3025-KHz,MOBILE AÉRONAUTIQUE (R),,,5.115,"Les fréquences porteuses (fréquences de référence) 3 023 kHz et 5 680 kHz peuvent, de plus, être utilisées par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées, dans les conditions prévues dans l'Article 31. (CMR-07)",Plan d’allotissement de fréquences de l’Appendice 27 du RR. Fréquence 3 023 kHz : peut être utilisée par les stations du service mobile maritime qui participent à des opérations de recherche et de sauvetage coordonnées (cf. no 5.115 du RR)
KHz,3025-3155-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,3155-3200-KHz,FIXE,,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiotélégraphie maritime dans la bande 3155-3200 kHz pour les stations de navire. (Cf. Art. 52.9 du RR). Appareils de correction auditive sans fil de faible puissance (3 155-3 195 kHz). Cf. 5.116.
KHz,3155-3200-KHz,FIXE,,,5.117,"Attribution de remplacement: dans les pays suivants: Côte d'Ivoire, Danemark, Egypte, Libéria, Malte, Serbie, Sri Lanka et Togo, la bande 3 155-3 200 kHz est attribuée aux services fixe et mobile, sauf mobile aéronautique, à titre primaire. (CMR-12)",Radiotélégraphie maritime dans la bande 3155-3200 kHz pour les stations de navire. (Cf. Art. 52.9 du RR). Appareils de correction auditive sans fil de faible puissance (3 155-3 195 kHz). Cf. 5.116.
KHz,3155-3200-KHz,MOBILE sauf mobile aéronautique (R),,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiotélégraphie maritime dans la bande 3155-3200 kHz pour les stations de navire. (Cf. Art. 52.9 du RR). Appareils de correction auditive sans fil de faible puissance (3 155-3 195 kHz). Cf. 5.116.
KHz,3155-3200-KHz,MOBILE sauf mobile aéronautique (R),,,5.117,"Attribution de remplacement: dans les pays suivants: Côte d'Ivoire, Danemark, Egypte, Libéria, Malte, Serbie, Sri Lanka et Togo, la bande 3 155-3 200 kHz est attribuée aux services fixe et mobile, sauf mobile aéronautique, à titre primaire. (CMR-12)",Radiotélégraphie maritime dans la bande 3155-3200 kHz pour les stations de navire. (Cf. Art. 52.9 du RR). Appareils de correction auditive sans fil de faible puissance (3 155-3 195 kHz). Cf. 5.116.
KHz,3200-3230-KHz,FIXE,,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200-3340 kHz pour les stations de navire. (Cf. Art. 52.9 du RR).
KHz,3200-3230-KHz,MOBILE sauf mobile aéronautique (R),,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200-3340 kHz pour les stations de navire. (Cf. Art. 52.9 du RR).
KHz,3200-3230-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200-3340 kHz pour les stations de navire. (Cf. Art. 52.9 du RR).
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,3230-3400-KHz,FIXE,,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3230-3400-KHz,FIXE,,,5.118,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3230-3400-KHz,MOBILE sauf mobile aéronautique,,,5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3230-3400-KHz,MOBILE sauf mobile aéronautique,,,5.118,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3230-3400-KHz,RADIODIFFUSION,5.113,"Pour les conditions d'emploi des bandes 2 300-2 495 kHz (2 498 kHz en Région 1), 3 200-3 400 kHz, 4 750-4 995 kHz et 5 005-5 060 kHz par le service de radiodiffusion, voir les numéros 5.16 à 5.20, 5.21 et 23.3 à 23.10.",5.116,"Les administrations sont instamment priées d'autoriser l'utilisation de la bande 3 155-3 195 kHz afin de mettre à disposition, sur une base mondiale, une voie pour des appareils de correction auditive sans fil de faible puissance. Elles pourront assigner pour ces mêmes appareils des voies supplémentaires dans les bandes comprises entre 3 155 kHz et 3 400 kHz afin de faire face à des besoins locaux.",Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3230-3400-KHz,RADIODIFFUSION,,,5.118,,Radiodiffusion dans la zone tropicale. La puissance d'émission ne doit pas dépasser 50 kW. Le service de radiodiffusion a priorité sur les autres services dans la bande de fréquences. Cf no5.113 et Art. 23.5 ; 23.6 ; 23.7 et 23.8 du RR. Radiotélégraphie maritime dans la bande 3200- 3340 kHz pour les stations de navire.(Cf. Art. 52.9 du RR).
KHz,3400-3500-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,3500-3800-KHz,AMATEUR,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Communications maritimes dans les bandes 3500- 3600 kHz (Cf. Art. 52.9 du RR). Radiotélégraphie maritime 3600-3800 kHz. (Cf. Art.52.9 du RR).
KHz,3500-3800-KHz,FIXE,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Communications maritimes dans les bandes 3500- 3600 kHz (Cf. Art. 52.9 du RR). Radiotélégraphie maritime 3600-3800 kHz. (Cf. Art.52.9 du RR).
KHz,3500-3800-KHz,MOBILE sauf mobile aéronautique,,,5.92,"Des pays de la Région 1 utilisent des systèmes de radiorepérage dans les bandes 1 606,5-1 625 kHz, 1 635-1 800 kHz, 1 850-2 160 kHz, 2 194-2 300 kHz, 2 502-2 850 kHz et 3 500-3 800 kHz, sous réserve de l'accord obtenu au titre du numéro 9.21. La puissance moyenne rayonnée de ces stations ne doit pas dépasser 50W.",Communications maritimes dans les bandes 3500- 3600 kHz (Cf. Art. 52.9 du RR). Radiotélégraphie maritime 3600-3800 kHz. (Cf. Art.52.9 du RR).
KHz,3800-3900-KHz,FIXE,,,,,
KHz,3800-3900-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,
KHz,3800-3900-KHz,MOBILE TERRESTRE,,,,,
KHz,3900-3950-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
KHz,3950-4000-KHz,FIXE,,,,,
KHz,3950-4000-KHz,RADIODIFFUSION,,,,,
KHz,4000-4063-KHz,FIXE,,,,,
KHz,4000-4063-KHz,MOBILE MARITIME,5.127,L'utilisation de la bande 4 000-4 063 kHz par le service mobile maritime est limitée aux stations de navire fonctionnant en radiotéléphonie (voir le numéro 52.220 et l'Appendice 17).,,,
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,4063-4438-KHz,MOBILE MARITIME,5.79A,"Lorsqu'elles établissent des stations côtières du service NAVTEX sur les fréquences 490 kHz, 518 kHz et 4 209,5 kHz, les administrations sont instamment invitées à en coordonner les caractéristiques opérationnelles conformément aux procédures de l'Organisation maritime internationale (OMI) (voir la Résolution 339 (Rév. CMR-07)). (CMR-07)",5.128,"Les fréquences des bandes 4 063-4 123 kHz et 4 130-4 438 kHz peuvent être utilisées exceptionnellement par des stations du service fixe, d'une puissance moyenne ne dépassant pas 50 W, pour communiquer uniquement à l'intérieur des frontières du pays dans lequel elles sont situées, à condition que des brouillages préjudiciables ne soient pas causés au service mobile maritime. En outre, dans les pays suivants: Afghanistan, Argentine, Arménie, Azerbaïdjan, Bélarus, Botswana, Burkina Faso, Centrafricaine (Rép.), Chine, Fédération de Russie, Géorgie, Inde, Kazakstan, Mali, Niger, Kirghizistan, Tadjikistan, Tchad, Turkménistan et Ukraine, dans les bandes 4 063-4 123 kHz, 4 130-4 133 kHz et 4 408-4 438 kHz, les stations du service fixe, d'une puissance moyenne ne dépassant pas 1 kW, peuvent être exploitées, à condition qu'elles soient situées à au moins 600 km des côtes et qu'aucun brouillage préjudiciable ne soit causé au service mobile maritime. (CMR-07)","Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4063-4438-KHz,MOBILE MARITIME,5.109,"Les fréquences 2 187,5 kHz, 4 207,5 kHz, 6 312 kHz, 8 414,5 kHz, 12 577 kHz et 16 804,5 kHz sont des fréquences internationales de détresse pour l'appel sélectif numérique. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4063-4438-KHz,MOBILE MARITIME,5.110,"Les fréquences 2 174,5 kHz, 4 177,5 kHz, 6 268 kHz, 8 376,5 kHz, 12 520 kHz et 16 695 kHz sont des fréquences internationales de détresse pour la télégraphie à impression directe à bande étroite. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4063-4438-KHz,MOBILE MARITIME,5.130,Les conditions d'emploi des fréquences porteuses 4 125 kHz et 6 215 kHz sont fixées dans les Articles 31 et 52. (CMR-07),,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4063-4438-KHz,MOBILE MARITIME,5.131,"La fréquence 4 209,5 kHz est utilisée exclusivement pour l'émission par les stations côtières d'avertissements concernant la météorologie et la navigation et de renseignements urgents destinés aux navires, par des techniques d'impression directe à bande étroite. (CMR-97)",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4063-4438-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,"Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR, la bande est subdivisée selon les sous-bandes suivantes : 4063-4170 kHz ; 4170-4207,25 ; 4207,25-4216,25 kHz ; 4216,25-4216,25 kHz ; 4216,25-4219,25 kHz ; 4219,25 - 4221 kHz et 4351-4438 kHz. 4 177,5 kHz : Fréquence internationale de détresse pour la télégraphie à impression directe à bande étroite (Cf. no 5.110 du RR). 4 208,5 kHz : Fréquence internationale de détresse pour l'appel sélectif numérique. (cf. no 5.109 du RR)."
KHz,4438-4488-KHz,FIXE,,,,,
KHz,4438-4488-KHz,MOBILE sauf mobile aéronautique (R),,,,,
KHz,4438-4488-KHz,Radiolocalisation,5.132A,Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans les services fixe ou mobile ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12),,,
KHz,4488-4650-KHz,FIXE,,,,,
KHz,4488-4650-KHz,MOBILE sauf mobile aéronautique (R),,,,,
KHz,4650-4700-KHz,MOBILE AÉRONAUTIQUE(OR),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,4700-4750-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Dispositions et Plan associé d'allotissement de fréquences de l’Appendice 26 du RR.
